decision,rank,score,family,tier,capacity,color,priority,ichome_title,jan,price,url,reason,note
保留,保留,0,その他,other,,,A,iPhone 16e 512GB ブラック,4549995559033,95000,https://www.1-chome.com/mobileDetail/1228/1228,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 16e 512GB ホワイト,4549995559040,95000,https://www.1-chome.com/mobileDetail/1228/1228,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 16e 256GB ブラック,4549995559019,90000,https://www.1-chome.com/mobileDetail/1227/1227,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 16e 256GB ホワイト,4549995559026,90000,https://www.1-chome.com/mobileDetail/1227/1227,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 17e 256GB ソフトピンク,4549995677584,89500,https://www.1-chome.com/mobileDetail/1444/1444,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 16e 128GB ブラック,4549995558999,89000,https://www.1-chome.com/mobileDetail/1226/1226,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 16e 128GB ホワイト,4549995559002,89000,https://www.1-chome.com/mobileDetail/1226/1226,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 17e 256GB ブラック,4549995677485,89000,https://www.1-chome.com/mobileDetail/1444/1444,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,0,その他,other,,,A,iPhone 17e 256GB ホワイト,4549995677539,89000,https://www.1-chome.com/mobileDetail/1444/1444,JANあり、型番分類外,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-3,iPhone 13,base,512GB,グリーン,A,iPhone 13 512GB グリーン,4549995333299,51000,https://www.1-chome.com/mobileDetail/258/258,JANあり、通常モデル、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-3,iPhone 13,base,512GB,スターライト,A,iPhone 13 512GB スターライト,4549995282351,51000,https://www.1-chome.com/mobileDetail/258/258,JANあり、通常モデル、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-3,iPhone 13,base,512GB,ピンク,A,iPhone 13 512GB ピンク,4549995282368,51000,https://www.1-chome.com/mobileDetail/258/258,JANあり、通常モデル、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-3,iPhone 13,base,512GB,ブルー,A,iPhone 13 512GB ブルー,4549995282382,51000,https://www.1-chome.com/mobileDetail/258/258,JANあり、通常モデル、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-3,iPhone 13,base,512GB,ミッドナイト,A,iPhone 13 512GB ミッドナイト,4549995282344,51000,https://www.1-chome.com/mobileDetail/258/258,JANあり、通常モデル、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-3,iPhone 13,base,512GB,(PRODUCT)RED,A,iPhone 13 512GB (PRODUCT)RED,4549995282375,50000,https://www.1-chome.com/mobileDetail/258/258,JANあり、通常モデル、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-8,iPhone 13 mini,mini,512GB,グリーン,A,iPhone 13 mini 512GB グリーン,4549995332551,48000,https://www.1-chome.com/mobileDetail/261/261,JANあり、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-8,iPhone 13 mini,mini,512GB,スターライト,A,iPhone 13 mini 512GB スターライト,4549995280258,48000,https://www.1-chome.com/mobileDetail/261/261,JANあり、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-8,iPhone 13 mini,mini,512GB,ピンク,A,iPhone 13 mini 512GB ピンク,4549995280265,48000,https://www.1-chome.com/mobileDetail/261/261,JANあり、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-8,iPhone 13 mini,mini,512GB,ブルー,A,iPhone 13 mini 512GB ブルー,4549995280289,48000,https://www.1-chome.com/mobileDetail/261/261,JANあり、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-8,iPhone 13 mini,mini,512GB,ミッドナイト,A,iPhone 13 mini 512GB ミッドナイト,4549995280241,48000,https://www.1-chome.com/mobileDetail/261/261,JANあり、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-8,iPhone 13 mini,mini,512GB,(PRODUCT)RED,A,iPhone 13 mini 512GB (PRODUCT)RED,4549995280272,47000,https://www.1-chome.com/mobileDetail/261/261,JANあり、512GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-12,iPhone 13 mini,mini,256GB,グリーン,A,iPhone 13 mini 256GB グリーン,4549995332506,42000,https://www.1-chome.com/mobileDetail/262/262,JANあり、256GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-12,iPhone 13 mini,mini,256GB,スターライト,A,iPhone 13 mini 256GB スターライト,4549995280203,42000,https://www.1-chome.com/mobileDetail/262/262,JANあり、256GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-12,iPhone 13 mini,mini,256GB,ピンク,A,iPhone 13 mini 256GB ピンク,4549995280210,42000,https://www.1-chome.com/mobileDetail/262/262,JANあり、256GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-12,iPhone 13 mini,mini,256GB,ブルー,A,iPhone 13 mini 256GB ブルー,4549995280234,42000,https://www.1-chome.com/mobileDetail/262/262,JANあり、256GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-12,iPhone 13 mini,mini,256GB,ミッドナイト,A,iPhone 13 mini 256GB ミッドナイト,4549995280197,42000,https://www.1-chome.com/mobileDetail/262/262,JANあり、256GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-12,iPhone 13 mini,mini,256GB,(PRODUCT)RED,A,iPhone 13 mini 256GB (PRODUCT)RED,4549995280227,40000,https://www.1-chome.com/mobileDetail/262/262,JANあり、256GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-22,iPhone 13 mini,mini,128GB,グリーン,A,iPhone 13 mini 128GB グリーン,4549995332452,38000,https://www.1-chome.com/mobileDetail/263/263,JANあり、128GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-22,iPhone 13 mini,mini,128GB,スターライト,A,iPhone 13 mini 128GB スターライト,4549995280159,38000,https://www.1-chome.com/mobileDetail/263/263,JANあり、128GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-22,iPhone 13 mini,mini,128GB,ピンク,A,iPhone 13 mini 128GB ピンク,4549995280166,38000,https://www.1-chome.com/mobileDetail/263/263,JANあり、128GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-22,iPhone 13 mini,mini,128GB,ブルー,A,iPhone 13 mini 128GB ブルー,4549995280180,38000,https://www.1-chome.com/mobileDetail/263/263,JANあり、128GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-22,iPhone 13 mini,mini,128GB,ミッドナイト,A,iPhone 13 mini 128GB ミッドナイト,4549995280142,38000,https://www.1-chome.com/mobileDetail/263/263,JANあり、128GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
保留,保留,-22,iPhone 13 mini,mini,128GB,(PRODUCT)RED,A,iPhone 13 mini 128GB (PRODUCT)RED,4549995280173,36000,https://www.1-chome.com/mobileDetail/263/263,JANあり、128GB、世代古め、単価低め、初回追加の優先度低め,世代・単価・モデルの優先度から初回追加は見送り。
